"['#Date/Time of Update: 2020-03-09 18:02:22 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score']"
"['', '43451', '2018-04-01', '22:10:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '8', '6', '0', '2', '0', '0', '3', '0', '0', '1', '5', '0', '0', '1', '0', '0', '0', '0', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43477', '2018-04-01', '00:37:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '0', '9', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '4', '0', '0', '0', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43478', '2018-04-02', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '4', '5', '0', '5', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43480', '2018-04-02', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '1', '6', '0', '0', '0', '0', '1', '1', '0', '0', '0', '4', '0', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43481', '2018-04-02', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '8', '4', '0', '0', '0', '1', '2', '1', '0', '0', '2', '0', '4', '2', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43482', '2018-04-02', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43483', '2018-04-02', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '2', '4', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '2', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43484', '2018-04-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '7', '3', '0', '0', '0', '1', '0', '0', '3', '0', '2', '0', '0', '0', '1', '0', '0', '1', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43487', '2018-04-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '1', '6', '0', '1', '0', '0', '0', '0', '0', '3', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43486', '2018-04-02', '23:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '8', '1', '2', '0', '3', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43488', '2018-04-02', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '7', '8', '3', '1', '0', '0', '0', '1', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '', '', '', '', '', '', '', '']"
"['', '43489', '2018-04-02', '02:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '125', 'OAK', 'Oakland', 'Athletics', '64', 'Oakland-Alameda County Coliseum', '1', '3', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43490', '2018-04-02', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '6', '0', '0', '0', '1', '0', '1', '0', '3', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43491', '2018-04-02', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '7', '4', '1', '1', '0', '0', '2', '1', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '2', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43492', '2018-04-03', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43479', '2018-04-03', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '4', '11', '0', '0', '0', '1', '1', '3', '0', '0', '0', '0', '3', '0', '0', '4', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43493', '2018-04-03', '20:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '6', '4', '4', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '2', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43494', '2018-04-03', '22:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '4', '2', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43496', '2018-04-03', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '5', '14', '0', '0', '1', '0', '0', '3', '1', '3', '1', '0', '1', '1', '0', '0', '1', '7', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43485', '2018-04-03', '23:10:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43498', '2018-04-03', '23:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '6', '13', '3', '4', '1', '4', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '2', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43499', '2018-04-03', '23:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '4', '5', '2', '0', '0', '0', '2', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43500', '2018-04-03', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '6', '10', '1', '2', '0', '0', '0', '1', '1', '0', '0', '0', '2', '2', '1', '5', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43501', '2018-04-03', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '1', '6', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '3', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43502', '2018-04-03', '02:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '125', 'OAK', 'Oakland', 'Athletics', '64', 'Oakland-Alameda County Coliseum', '4', '1', '0', '0', '2', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43503', '2018-04-03', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '2', '13', '2', '6', '0', '1', '0', '1', '0', '0', '0', '3', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43504', '2018-04-03', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '4', '8', '0', '0', '0', '1', '2', '0', '1', '1', '0', '0', '0', '3', '0', '3', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43505', '2018-04-04', '16:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '1', '7', '0', '3', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43506', '2018-04-04', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '2', '7', '1', '2', '0', '0', '0', '2', '0', '3', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43508', '2018-04-04', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '2', '4', '0', '2', '0', '0', '2', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43509', '2018-04-04', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '2', '3', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43510', '2018-04-04', '19:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '0', '3', '0', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43511', '2018-04-04', '20:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '2', '3', '1', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43512', '2018-04-04', '22:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '7', '3', '0', '2', '0', '0', '1', '0', '1', '1', '0', '0', '4', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43513', '2018-04-04', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '4', '3', '0', '0', '1', '0', '0', '0', '0', '1', '2', '0', '0', '2', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43514', '2018-04-04', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '1', '10', '0', '3', '0', '1', '0', '0', '0', '0', '0', '5', '1', '0', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43515', '2018-04-04', '23:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '6', '0', '1', '0', '0', '0', '2', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43516', '2018-04-04', '02:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '125', 'OAK', 'Oakland', 'Athletics', '64', 'Oakland-Alameda County Coliseum', '2', '6', '0', '0', '0', '1', '0', '0', '0', '4', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43517', '2018-04-04', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '5', '2', '3', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43518', '2018-04-05', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '8', '2', '0', '1', '1', '0', '0', '1', '1', '0', '2', '0', '0', '0', '4', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43519', '2018-04-05', '18:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '2', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43520', '2018-04-05', '19:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '0', '5', '0', '2', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43521', '2018-04-05', '19:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '125', 'OAK', 'Oakland', 'Athletics', '64', 'Oakland-Alameda County Coliseum', '6', '3', '0', '0', '4', '0', '0', '2', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43522', '2018-04-05', '19:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43523', '2018-04-05', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '119', 'CWS', 'Chicago', 'White Sox', '132', 'Guaranteed Rate Field', '9', '7', '0', '2', '1', '1', '0', '1', '1', '0', '1', '2', '0', '0', '0', '1', '1', '0', '3', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43524', '2018-04-05', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '123', 'SEA', 'Seattle', 'Mariners', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '2', '4', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '1', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43525', '2018-04-05', '22:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '5', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '5', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43526', '2018-04-05', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '2', '5', '0', '0', '1', '0', '0', '1', '0', '0', '0', '4', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43527', '2018-04-05', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '3', '1', '0', '0', '2', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43528', '2018-04-05', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '8', '0', '0', '0', '3', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43529', '2018-04-06', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '8', '3', '4', '1', '0', '0', '0', '0', '0', '2', '3', '0', '1', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43530', '2018-04-06', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '2', '3', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43531', '2018-04-06', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '7', '3', '1', '1', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43532', '2018-04-06', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '3', '14', '0', '0', '0', '2', '2', '2', '0', '0', '0', '0', '0', '6', '0', '4', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43533', '2018-04-06', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '8', '5', '0', '0', '0', '0', '3', '0', '3', '0', '0', '0', '2', '1', '0', '4', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43534', '2018-04-06', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '4', '5', '2', '0', '0', '0', '0', '0', '0', '0', '0', '4', '2', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43535', '2018-04-06', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '4', '1', '1', '0', '0', '0', '0', '1', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
